Id,minutes_past,radardist_km,Ref,Ref_5x5_10th,Ref_5x5_50th,Ref_5x5_90th,RefComposite,RefComposite_5x5_10th,RefComposite_5x5_50th,RefComposite_5x5_90th,RhoHV,RhoHV_5x5_10th,RhoHV_5x5_50th,RhoHV_5x5_90th,Zdr,Zdr_5x5_10th,Zdr_5x5_50th,Zdr_5x5_90th,Kdp,Kdp_5x5_10th,Kdp_5x5_50th,Kdp_5x5_90th,Expected
17,44,14,24,20,22.5,26.5,24,20,22.5,26.5,1.0083333,1.0083333,1.0483334,1.0516667,1.5,-1.3125,0.125,1.75,-4.919998,-6.330002,-2.4600067,6.819992,0.060000036
17,48,14,16.5,16.5,21,25,16.5,16.5,21,25,1.0116667,0.99833333,1.0416667,1.0516667,-0.75,-0.6875,0,2.1875,0.70999146,-6.680008,0.70999146,5.6399994,0.060000036
17,53,14,16.5,15,18,25.5,16.5,15.5,18,25.5,1.0250001,0.9916667,1.0083333,1.0516667,-0.25,-0.875,-0.25,1.9375,-2.4700012,-2.4700012,2.8099976,7.9599915,0.060000036
18,5,13,24.5,19.5,25,28.5,24.5,19.5,25,28.5,1.005,0.945,0.99833333,1.0516667,-0.1875,-2.125,0.1875,1.1875,4.199997,-5.5700073,1.050003,5.279999,1.5240008
18,11,13,20,16,21.5,31,20,16,21.5,31,0.985,0.985,0.995,1.0083333,0,-0.5,0.4375,1,-0.3500061,-2.4700012,0,1.7599945,1.5240008
18,16,13,17,15.5,17.5,21,17,15.5,17.5,21,1.0083333,0.9916667,0.99833333,1.0083333,0.375,-0.0625,0.375,1,3.8799896,-3.1699982,-0.3500061,3.8799896,1.5240008
18,22,13,19,17.5,20.5,24.5,19,17.5,20.5,24.5,0.99833333,0.96833336,0.9916667,0.99833333,1,0.0625,0.9375,1.1875,2.819992,-1.0599976,0.34999084,2.819992,1.5240008
18,28,13,19,12.5,17.5,21,19,12.5,17.5,21,0.985,0.9583333,0.9916667,1.0116667,0.8125,-0.1875,0.8125,2.3125,-4.580002,-4.580002,1.4099884,3.519989,1.5240008
18,33,13,14,,12.5,18,14,,12.5,18,0.9916667,0.985,0.995,1.0116667,0.75,-0.25,0.3125,1.0625,1.0599976,-2.1200104,-0.3500061,2.1100006,1.5240008
18,39,13,10,,12,16,10,,12,16,0.96833336,0.96500003,0.9916667,1.015,0.375,-0.9375,-0.125,0.875,2.819992,-3.850006,0,2.819992,1.5240008
18,45,13,,,,,,,,,0.98833334,,1.0016667,1.0516667,-0.1875,,0.25,1.25,-4.1200104,,-1.4100037,4.0899963,1.5240008
18,51,13,,,,,,,,,1.0183333,0.9816667,1.0083333,1.0516667,-0.8125,-1.5,0.25,1.625,0.34999084,,0,2.769989,1.5240008
18,56,13,,,,,,,,,,,,1.0216666,,,,0.375,,,,-0.3500061,1.5240008
19,0,16,15.5,,,22.5,15.5,,15,22.5,,,,,,,,,,,,,3.810002
19,5,16,,,,24.5,16.5,,18,25,,,,,,,,,,,,,3.810002
19,9,16,23,,17.5,21.5,23,,20,23.5,,,,,,,,,,,,,3.810002
19,13,16,23,,18,23,23,16.5,19,24.5,,,,,,,,,,,,,3.810002
19,17,16,,,18.5,22,17,15,19,22,,,,,,,,,,,,,3.810002
19,21,16,18,,16.5,22.5,18,,16.5,22.5,,,,,,,,,,,,,3.810002
19,26,16,,,,23,17.5,,16,23,,,,,,,,,,,,,3.810002
19,30,16,19,,,19.5,19,,15,21.5,,,,,,,,,,,,,3.810002
19,34,16,,,,18.5,,,,20,,,,,,,,,,,,,3.810002
19,38,16,,,,15.5,,,,15.5,,,,,,,,,,,,,3.810002
19,42,16,,,,,,,,,,,,,,,,,,,,,3.810002
19,47,16,,,,,15.5,,,14.5,,,,,,,,,,,,,3.810002
19,51,16,,,,,,,,16.5,,,,,,,,,,,,,3.810002
19,55,16,,,,15,,,,17.5,,,,,,,,,,,,,3.810002
19,59,16,,,,,,,,,,,,,,,,,,,,,3.810002
20,1,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,6,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,12,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,18,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,24,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,30,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,36,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,41,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,47,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,53,15,,,,,,,,,,,,,,,,,,,,,0.25400013
20,59,15,,,,,,,,,,,,,,,,,,,,,0.25400013
21,7,7,,,,,,,,,,,,,,,,,,,,,28.000013
21,17,7,,,,,,,,,,,,,,,,,,,,,28.000013
21,26,7,,,,,,,,,,,,,,,,,,,,,28.000013
21,36,7,,,,,,,,,,,,,,,,,,,,,28.000013
21,46,7,,,,,,,,,,,,,,,,,,,,,28.000013
21,55,7,,,,,,,,,,,,,,,,,,,,,28.000013
22,6,10,,,,,,,,,,,,,,,,,,,,,166.37009
22,16,10,,,,,,,,,,,,,,,,,,,,,166.37009
22,26,10,,,,,,,,,,,,,,,,,,,,,166.37009
22,35,10,,,,,,,,,,,,,,,,,,,,,166.37009
22,45,10,,,,,,,,,,,,,,,,,,,,,166.37009
22,55,10,,,,,,,,,,,,,,,,,,,,,166.37009
23,0,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,4,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,9,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,13,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,17,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,22,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,26,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,30,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,35,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,39,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,45,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,50,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,54,14,,,,,,,,,,,,,,,,,,,,,1.2700007
23,58,14,,,,,,,,,,,,,,,,,,,,,1.2700007
24,4,11,42,40.5,43.5,48.5,45,43,46,48.5,0.95166665,0.9116667,0.97833335,0.9916667,1.1875,-1.625,0,1.4375,-4.230011,-4.230011,1.0599976,7.7299957,1.0750006
24,9,11,42.5,37,39.5,42.5,42.5,39.5,41,44,0.985,0.96166664,0.97833335,0.995,0.25,-1.0625,-0.0625,1,7.2299957,-2.1200104,0.34999084,7.2299957,1.0750006
24,15,11,34,33.5,36.5,38.5,40,39,40,41.5,0.96833336,0.84166664,0.96500003,0.9916667,1.625,-1,0.4375,1.625,-0.69999695,-3.5200043,2.449997,3.8799896,1.0750006
24,20,11,42.5,37.5,41,44.5,46,40.5,41.5,45,0.96500003,0.89166665,0.96500003,0.9916667,-0.875,-0.625,0.5,1.8125,0.34999084,-4.230011,0,4.8899994,1.0750006
24,25,11,36.5,32,35,38.5,38.5,34,36.5,38.5,0.945,0.945,0.96500003,0.985,-0.125,-0.9375,0.0625,1.5,1.4099884,-1.4100037,1.4099884,3.449997,1.0750006
24,30,11,28.5,25.5,28.5,32,31.5,29,31.5,36.5,0.9116667,0.9116667,0.9483333,0.96833336,0.4375,-0.3125,0.25,1.25,-8.600006,-6.3399963,0.34999084,2.819992,1.0750006
24,35,11,37.5,25.5,31.5,36.5,37.5,34.5,36.5,40.5,0.93833333,0.90166664,0.9483333,0.98833334,1.375,-0.125,0.5,1.8125,-1.7600098,-4.550003,-1.75,2.1100006,1.0750006
24,40,11,32,31.5,34.5,39,37,33.5,37,39,0.9916667,0.92833334,0.975,0.98833334,0.5,-0.6875,0.1875,2.1875,-3.880005,-2.8200073,1.75,7.3899994,1.0750006
24,46,11,27.5,26,29,32.5,29.5,28,30.5,35,0.7683333,0.86833334,0.96500003,0.98833334,2.625,-1.0625,0.4375,2.625,-1.0599976,-2.4400024,1.0599976,9.12999,1.0750006
24,51,11,20.5,20.5,27.5,31.5,27.5,25.5,28.5,36,0.94166666,0.94166666,0.96833336,0.98833334,1.3125,-0.75,0.3125,1.9375,1.7599945,-7.5400085,0,1.7599945,1.0750006
24,56,11,26,25,29.5,36,37,33.5,36,38,0.92833334,0.92833334,0.96500003,0.98833334,-1.125,-0.875,0,1.25,3.1699982,-5.430008,0.70999146,5.23999,1.0750006
25,9,17,,,,,,,,,,,,,,,,,,,,,1.0160005
25,19,17,,,,15,,,,15,,,,,,,,,,,,,1.0160005
25,28,17,,,,15.5,,,,15.5,,,,,,,,,,,,,1.0160005
25,38,17,,,,13,,,,13,,,,,,,,,,,,,1.0160005
25,48,17,,,,,,,,,,,,,,,,,,,,,1.0160005
25,57,17,,,,,,,,,,,,,,,,,,,,,1.0160005
26,2,12,,,,,,,,,,,,,,,,,,,,,1.0160005
26,12,12,,,,,,,,,,,,,,,,,,,,,1.0160005
26,21,12,,,,,,,,,,,,,,,,,,,,,1.0160005
26,31,12,,,,,,,,,,,,,,,,,,,,,1.0160005
26,41,12,,,,,,,,,,,,,,,,,,,,,1.0160005
26,51,12,,,,,,,,,,,,,,,,,,,,,1.0160005
27,3,11,34.5,28,32,35.5,34.5,32,34.5,38,1.005,0.9716667,0.99833333,1.0116667,0.4375,-0.3125,0.25,1.25,-1.4100037,-4.230011,0.34999084,7.050003,2.5400014
27,9,11,29,29,33,37.5,29,30.5,34,37.5,0.985,0.96500003,0.985,0.99833333,0,-1.125,-0.3125,0.4375,2.0299988,-3.1699982,-0.3500061,2.819992,2.5400014
27,15,11,34.5,32,35,40.5,34.5,32,36,40.5,0.995,0.975,0.995,1.0083333,0,-0.6875,-0.375,0.5,1.7599945,-4.930008,-0.7100067,1.7599945,2.5400014
27,21,11,23.5,23.5,25.5,27,25,24,25.5,29,1.0116667,,1.0483334,1.0516667,-0.6875,,0.25,3.625,3.1699982,,-5.1399994,7.119995,2.5400014
27,27,11,19,15,19,23.5,19,15,19,23.5,1.0350001,,,1.0516667,-1.3125,,,2.625,9.149994,,,9.389999,2.5400014
27,32,11,,,,,,,,15,,,,,,,,,,,,,2.5400014
27,38,11,,,,,,,,,,,,,,,,,,,,,2.5400014
27,44,11,,,,,,,,,,,,,,,,,,,,,2.5400014
27,50,11,,,,,,,,,,,,,,,,,,,,,2.5400014
27,56,11,,,,,,,,,,,,,,,,,,,,,2.5400014
28,2,13,16,14.5,16.5,21,22,20.5,22.5,25.5,,,,,,,,,,,,,1.0160005
28,7,13,22,18,21.5,24,23,22.5,24.5,27.5,,,,,,,,,,,,,1.0160005
28,12,13,18.5,18,21.5,24,23,22.5,24.5,27.5,,,,,,,,,,,,,1.0160005
28,16,13,22.5,16.5,20,23.5,27,22.5,23.5,27,,,,,,,,,,,,,1.0160005
28,21,13,17,17,20,23.5,20,20,23,25.5,,,,,,,,,,,,,1.0160005
28,26,13,19,13.5,17,21,23,20,23,24.5,,,,,,,,,,,,,1.0160005
28,30,13,13.5,14,18,21.5,20.5,18.5,21,23.5,,,,,,,,,,,,,1.0160005
28,35,13,16,10,13,18,21.5,16,19,21.5,,,,,,,,,,,,,1.0160005
28,40,13,,,10.5,14.5,19.5,16,18,20.5,,,,,,,,,,,,,1.0160005
28,45,13,,,,10,19,16,18,19.5,,,,,,,,,,,,,1.0160005
28,49,13,,,,,17.5,13.5,16.5,18.5,,,,,,,,,,,,,1.0160005
28,54,13,,,,,8.5,13.5,15.5,17.5,,,,,,,,,,,,,1.0160005
28,59,13,,,,,8.5,,12.5,16,,,,,,,,,,,,,1.0160005
29,2,3,34,29.5,33.5,40,39,37,39,41.5,0.9916667,0.96500003,0.9916667,0.99833333,2,0.625,1,1.625,2.819992,-3.1699982,-0.3500061,2.819992,1.5240008
29,6,3,11,1.5,15.5,20,12,10,15.5,21,0.99833333,0.9816667,0.995,0.99833333,0.25,0,0.5625,1.375,0.34999084,-3.8600006,0.34999084,3.1699982,1.5240008
29,11,3,,,,3,21,16.5,19.5,23.5,0.99833333,0.98833334,0.99833333,0.99833333,0.9375,0.4375,0.8125,1.5,-1.4100037,-1.7600098,-1.3899994,2.819992,1.5240008
29,16,3,15,5.5,10,18,15,13,16.5,20.5,0.995,0.9816667,0.995,0.99833333,-0.25,-0.375,0.25,1.5625,5.1900024,-2.1100006,0.3600006,5.1900024,1.5240008
29,21,3,10,-1,6,11,10,2,8,11,0.98833334,0.9916667,0.99833333,0.99833333,0.875,0.125,0.5,0.875,0,-0.7100067,0,0.70999146,1.5240008
29,26,3,2,,0.5,4.5,2,,2.5,6.5,0.99833333,0.98833334,0.995,0.99833333,0.25,0.125,0.5,0.9375,-1.0599976,-1.050003,0.34999084,2.1100006,1.5240008
29,31,3,2.5,,0,5.5,2.5,-2,3,5.5,0.985,0.96500003,0.98833334,1.0083333,0.5625,-0.3125,0.3125,0.875,1.3999939,-3.5200043,-0.3500061,1.3999939,1.5240008
29,36,3,1,,0.5,6,3,0,3.5,24,0.99833333,0.98833334,0.995,0.99833333,0.3125,0.125,0.4375,0.9375,0,-2.5,0,1.7599945,1.5240008
29,41,3,21.5,0.5,21,33,21.5,8,22,33,0.9816667,0.9816667,0.995,0.99833333,1.125,0.125,0.75,1.125,1.3899994,-1.0599976,0.34999084,2.119995,1.5240008
29,45,3,4.5,2.5,7.5,15.5,26,24,28,35.5,0.99833333,0.985,0.995,1.005,1,-0.0625,0.4375,1.3125,3.1599884,-2.449997,0.34999084,3.1599884,1.5240008
29,50,3,35,20,27,38.5,35,28,31.5,39,1.015,,0.9916667,1.0516667,0.75,,1.0625,7.9375,,,,,1.5240008
29,55,3,24,19.5,25.5,32.5,24,21,26,33.5,0.93833333,,0.7083333,1.0516667,1.25,,2.8125,7.6875,,,,,1.5240008
30,3,9,,,,,,,,,,,,,,,,,,,,,0.25400013
30,16,9,,,,,,,,,,,,,,,,,,,,,0.25400013
30,25,9,,,,,,,,,,,,,,,,,,,,,0.25400013
30,35,9,,,,,,,,,,,,,,,,,,,,,0.25400013
30,45,9,,,,,,,,,,,,,,,,,,,,,0.25400013
30,55,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,4,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,8,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,12,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,17,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,21,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,26,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,31,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,36,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,42,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,49,9,,,,,,,,,,,,,,,,,,,,,0.25400013
31,54,9,,,,,,,,,,,,,,,,,,,,,0.25400013
32,2,14,21,21,22.5,27.5,21,21,22.5,27.5,1.0083333,0.995,1.0116667,1.0450001,-1,-1.25,-0.125,1.1875,1.0599976,-2.4700012,0.70999146,3.1699982,3.556002
32,6,14,25.5,22,25,28.5,25.5,22,25,28.5,1.0316668,1.0016667,1.015,1.0516667,-0.0625,-1.1875,-0.1875,0.9375,0,-3.5299988,0.34999084,3.1699982,3.556002
32,11,14,21,21.5,23.5,26.5,21,21.5,23.5,26.5,1.0516667,0.995,1.0416667,1.0516667,1.25,-1.3125,-0.375,1,5.4400024,-4.400009,-0.7100067,5.4400024,3.556002
32,16,14,24,21.5,24.5,26.5,24,21.5,24.5,26.5,0.95166665,0.955,1.0183333,1.0516667,-0.875,-1.5,-0.375,0.625,-0.3500061,-4.580002,-0.3500061,5.9799957,3.556002
32,20,14,24,22.5,24,27.5,24,22.5,24,27.5,1.0316668,0.99833333,1.0350001,1.0516667,-0.25,-1.25,0,1,-2.4700012,-3.9000092,-0.3500061,2.819992,3.556002
32,25,14,26.5,18.5,21.5,25,26.5,18.5,21.5,25,1.0516667,0.9916667,1.0383334,1.0516667,0.5,-1.5,0,1.125,-2.1100006,-3.5200043,-0.3500061,5.5399933,3.556002
32,30,14,25,22,25,30.5,25,22,25,30.5,1.0416667,0.9816667,1.0316668,1.0516667,-0.0625,-1.5625,0.0625,1.3125,-2.4600067,-5.630005,-1.4100037,3.8799896,3.556002
32,34,14,22.5,20.5,23,25.5,22.5,20.5,23.5,25.5,1.0516667,0.97833335,1.0516667,1.0516667,0.875,-1.9375,-0.125,1.1875,8.5,-5.279999,-1.0400085,6.6799927,3.556002
32,39,14,20,19,23,26.5,20,19.5,23,26.5,1.0516667,0.9816667,1.0316668,1.0516667,1.0625,-1.25,-0.25,1.0625,4.169998,-5.279999,1.4099884,4.9299927,3.556002
32,44,14,27,23.5,27,31.5,27,23.5,27,31.5,0.97833335,0.98833334,1.0516667,1.0516667,0.875,-2.875,-0.0625,1.25,2.9700012,,-4.230011,7.399994,3.556002
32,48,14,21.5,21.5,24.5,27.5,22.5,21.5,24.5,27.5,1.0516667,,1.0350001,1.0516667,1.9375,,-0.125,1.9375,3.5399933,,1.7599945,5.9799957,3.556002
32,53,14,19.5,13,17,21.5,19.5,15.5,18,21.5,1.015,,1.0516667,1.0516667,-1.25,,0.0625,1.9375,5.279999,,0.9700012,12.909988,3.556002
33,0,5,39.5,36,37,41,43,40.5,42.5,47,0.995,0.985,0.995,0.99833333,0.9375,0.5625,0.9375,1.375,-2.100006,-2.1200104,0,1.3999939,2.7940013
33,5,5,33.5,33.5,35.5,38,39.5,38.5,40.5,46,0.99833333,0.985,0.995,0.99833333,0.75,0.5625,1,1.6875,0.34999084,-1.0599976,0,1.4099884,2.7940013
33,9,5,36.5,34,35.5,38,41.5,38,40,42.5,0.99833333,0.985,0.995,0.99833333,0.5,0.3125,0.5625,1.375,-1.4000092,-1.0599976,0,0.34999084,2.7940013
33,14,5,33.5,31.5,33.5,36,38.5,36,38.5,43,0.99833333,0.98833334,0.995,0.99833333,0.4375,0.375,0.75,1.375,0.34999084,-1.0599976,0,1.0599976,2.7940013
33,19,5,32.5,29,32.5,35,39.5,36.5,40,42,0.9916667,0.98833334,0.995,0.99833333,0.5,0.5,0.9375,1.5,0,-1.0599976,0.34999084,1.4099884,2.7940013
33,23,5,30.5,29,31,34,36.5,34,37,40,0.9916667,0.9716667,0.9916667,0.99833333,0.625,0.5,0.8125,1.4375,1.3799896,-1.4100037,0.69999695,1.7599945,2.7940013
33,28,5,33.5,27,30.5,34.5,37,33.5,37,41,0.99833333,0.9916667,0.99833333,0.99833333,0.5,0.1875,0.5625,1,1.0599976,-0.7100067,0.34999084,1.0599976,2.7940013
33,33,5,27.5,30.5,33.5,38,44,36.5,39.5,44,0.995,0.9916667,0.99833333,0.99833333,0.4375,0.25,0.4375,1,-1.0599976,-1.0599976,-0.69999695,0.70999146,2.7940013
33,38,5,33.5,31,33.5,35.5,39,34.5,37,40,0.98833334,0.985,0.9916667,0.99833333,0.125,0.125,0.625,1.1875,-1.4100037,-1.4100037,0.34999084,2.4700012,2.7940013
33,42,5,31.5,31,34,36,38.5,36.5,38.5,43,0.995,0.995,0.99833333,0.99833333,1.0625,0.5,0.6875,1.0625,1.7299957,-1.4100037,1.050003,2.819992,2.7940013
33,47,5,37,31,33.5,36.5,39,35,37,39.5,0.99833333,0.995,0.99833333,0.99833333,0.375,0.1875,0.5625,0.9375,0.34999084,-1.0599976,0,1.0599976,2.7940013
33,52,5,29.5,28.5,30,32.5,35,35,36.5,39.5,0.99833333,0.995,0.99833333,0.99833333,0.4375,0.1875,0.5,0.75,-1.0800018,-1.0800018,0.34999084,1.0599976,2.7940013
33,56,5,32.5,29.5,31,34,39,35.5,37,40,0.995,0.995,0.99833333,0.99833333,0.25,0.0625,0.5625,0.875,0.34999084,-1.0599976,0.34999084,0.69999695,2.7940013
34,3,15,22.5,22,24.5,28.5,23.5,23.5,25.5,29,0.9916667,0.9916667,0.99833333,1.0116667,0.5625,-0.6875,0.0625,0.875,3.519989,-1.0599976,0.34999084,4.4099884,1.5240008
34,8,15,21,19,21,25.5,23,22,23.5,26,1.0083333,0.98833334,1.005,1.0216666,-0.25,-0.5,-0.125,0.5,0.69999695,-1.7600098,1.050003,1.4299927,1.5240008
34,12,15,18.5,16,18.5,21.5,23.5,21,22.5,26,0.98833334,0.9916667,1.0016667,1.015,-0.25,-0.9375,-0.1875,0.9375,1.75,-3.1699982,-0.3500061,1.7599945,1.5240008
34,17,15,20,17,18.5,21,24.5,22,24.5,27,1.0083333,0.9916667,1.0016667,1.015,-1,-0.75,0,0.8125,1.0599976,-1.4100037,-0.7100067,0.69000244,1.5240008
34,21,15,23.5,14.5,20.5,23.5,28,23.5,25,28,0.96833336,0.9916667,1.0016667,1.015,-0.1875,-0.8125,-0.1875,0.4375,0,-2.4700012,-0.3500061,2.4199982,1.5240008
34,26,15,19.5,18,21.5,31.5,29,23,26.5,35.5,0.97833335,0.985,0.99833333,1.005,-0.25,-0.4375,0,0.625,-0.69999695,-1.7600098,0.34999084,1.0599976,1.5240008
34,31,15,31,20,31,37.5,31.5,27.5,32.5,37.5,1.0016667,0.9916667,1.0016667,1.0183333,-0.375,-0.6875,-0.1875,0.75,0,-2.75,0.34999084,3.1699982,1.5240008
34,36,15,26.5,17,25,37,38,21.5,36.5,43.5,1.0116667,0.97833335,1.0016667,1.0216666,0.1875,-0.625,0,1.1875,2.119995,-3.5200043,1.7599945,4.2299957,1.5240008
34,41,15,33.5,21.5,27.5,33.5,33.5,23,28,33.5,0.99833333,0.97833335,1.0083333,1.0383334,-0.1875,-0.875,0.0625,1.0625,2.819992,-1.0599976,1.0599976,2.819992,1.5240008
34,46,15,21.5,18,22.5,28.5,29.5,23.5,27,30,1.0016667,0.995,1.0083333,1.0416667,-0.375,-0.5,0.3125,1.375,-5.2900085,-2.4700012,-0.3500061,2.4700012,1.5240008
34,51,15,21,20.5,24,26,25,23.5,25.5,28,1.0250001,0.96833336,1.015,1.0516667,-1.375,-2.3125,-0.5,4,4.580002,-4.930008,0,4.580002,1.5240008
34,57,15,24.5,15.5,21,26,31,18,26,30,0.99833333,,1.0116667,1.0516667,-0.8125,,-0.8125,2.5625,-6.279999,,,5.6100006,1.5240008
35,4,8,14.5,12,18.5,28.5,14.5,12,18.5,28.5,0.9316667,,,1.0516667,-2.5,,,2,,,,,1.5240008
35,10,8,27.5,14.5,22,32,27.5,14.5,22,32,1.0483334,,0.995,1.0516667,-0.5625,,0.0625,1.3125,,,,2.4700012,1.5240008
