Id,minutes_past,radardist_km,Ref,Ref_5x5_10th,Ref_5x5_50th,Ref_5x5_90th,RefComposite,RefComposite_5x5_10th,RefComposite_5x5_50th,RefComposite_5x5_90th,RhoHV,RhoHV_5x5_10th,RhoHV_5x5_50th,RhoHV_5x5_90th,Zdr,Zdr_5x5_10th,Zdr_5x5_50th,Zdr_5x5_90th,Kdp,Kdp_5x5_10th,Kdp_5x5_50th,Kdp_5x5_90th,Expected
58,20,6,,,,5.5,22.5,20,25.5,31,0.98833334,0.955,0.98833334,0.99833333,0.75,-0.1875,0.5625,1.5625,-0.7100067,-2.1200104,1.0599976,2.4700012,0.50800025
58,25,6,20.5,8,18,27,30.5,27,33,38.5,0.9816667,0.96166664,0.985,0.99833333,0.0625,-0.125,1.0625,1.5,-0.68000793,-2.4700012,-0.69999695,1.7599945,0.50800025
58,29,6,23.5,14.5,23.5,28,29.5,27,29,31,0.975,0.975,0.98833334,0.99833333,0.0625,0.3125,0.875,1.6875,1.0599976,-2.0700073,0,3.519989,0.50800025
58,33,6,16.5,17,22.5,27.5,34.5,27,30.5,35,0.99833333,0.9716667,0.9916667,0.99833333,0.75,0.5,1.0625,1.5625,2.119995,-2.8200073,-0.69999695,5.9099884,0.50800025
58,38,6,22,22,25,28.5,33,26,31.5,35.5,0.95166665,0.955,0.98833334,0.99833333,2.1875,0.1875,1.25,2.5,-1.050003,-1.4100037,-0.3500061,2.4700012,0.50800025
58,42,6,21.5,22.5,26,31.5,34.5,33.5,35,37.5,0.96833336,0.96833336,0.985,0.995,2.125,0.3125,1.125,2.125,0,-2.1200104,-0.7100067,1.4099884,0.50800025
58,46,6,26,22,27.5,31,32,28,31,35.5,0.98833334,0.955,0.9916667,0.995,1.75,0.75,1.1875,2,1.4099884,-2.1200104,0.34999084,1.4099884,0.50800025
58,50,6,19,15,20.5,27,27.5,27.5,30,34.5,0.995,0.985,0.995,0.99833333,0.9375,0.25,0.9375,1.5625,0.34999084,-2.0200043,0,0.34999084,0.50800025
58,55,6,29.5,22,26,31.5,34,32.5,35,39,0.98833334,0.9816667,0.9916667,0.99833333,2,0.375,1,2.5625,0.70999146,-2.4600067,0,1.7399902,0.50800025
58,59,6,37,30,32,34.5,37,33,35,36.5,0.995,0.97833335,0.9916667,0.99833333,1,0.5,1,1.3125,-1.0599976,-1.0599976,0.69999695,2.119995,0.50800025
59,8,15,,,,,,,,,,,,,,,,,,,,,2500.1233
59,18,15,,,,,,,,,,,,,,,,,,,,,2500.1233
59,27,15,,,,,,,,,,,,,,,,,,,,,2500.1233
59,37,15,,,,,,,,,,,,,,,,,,,,,2500.1233
59,46,15,,,,,,,,,,,,,,,,,,,,,2500.1233
59,56,15,,,,,,,,,,,,,,,,,,,,,2500.1233
60,0,10,,,,,,,,,,,,,,,,,,,,,0.25400013
60,10,10,,,,,,,,,,,,,,,,,,,,,0.25400013
60,20,10,,,,,,,,,,,,,,,,,,,,,0.25400013
60,29,10,,,,,,,,,,,,,,,,,,,,,0.25400013
60,39,10,,,,,,,,,,,,,,,,,,,,,0.25400013
60,49,10,,,,,,,,,,,,,,,,,,,,,0.25400013
60,58,10,,,,,,,,,,,,,,,,,,,,,0.25400013
61,3,17,,,,,,,,,,,,,,,,,,,,,0.25400013
61,13,17,,,,,,,,,,,,,,,,,,,,,0.25400013
61,23,17,,,,,,,,,,,,,,,,,,,,,0.25400013
61,32,17,,,,,,,,,,,,,,,,,,,,,0.25400013
61,42,17,,,,,,,,,,,,,,,,,,,,,0.25400013
61,52,17,,,,,,,,,,,,,,,,,,,,,0.25400013
62,2,2,36,34.5,38.5,43.5,49,43.5,47.5,51.5,0.955,0.95166665,0.995,0.99833333,1.75,0,0.5,1.75,1.050003,-2.4700012,0,2.819992,14.732008
62,6,2,46,41.5,44.5,48,50,44.5,47,50.5,0.925,0.9483333,0.995,0.99833333,0.1875,0.25,0.8125,1.9375,0.34999084,-2.4700012,0,2.4299927,14.732008
62,11,2,41,41,43.5,48,45,44.5,47,49,0.995,0.96500003,0.995,0.99833333,1.5,0.75,1.3125,2.0625,0.34999084,-2.4700012,0.34999084,1.4099884,14.732008
62,16,2,41.5,35,38.5,42,45.5,42.5,44.5,46.5,0.98833334,0.9816667,0.995,0.99833333,1.75,0.25,1.3125,2.25,0.70999146,-2.430008,0.70999146,2.7799988,14.732008
62,21,2,40.5,38,41.5,46,40.5,40.5,43,46,0.99833333,0.985,0.995,0.99833333,0.625,0.25,0.6875,1.0625,1.050003,-1.4000092,0.70999146,1.7599945,14.732008
62,26,2,29,28,31,36.5,34,30.5,33,37,0.99833333,0.9716667,0.995,0.99833333,0.625,0.1875,0.6875,1.1875,0.34999084,-1.0599976,0.70999146,1.4099884,14.732008
62,31,2,30,28,30,34,33,31,33,36.5,0.985,0.96166664,0.995,0.99833333,0.75,0.125,0.75,2.0625,-2.1200104,-3.1699982,-1.0599976,4.9299927,14.732008
62,36,2,29.5,25.5,30,33,37.5,35.5,38.5,48.5,0.955,0.955,0.995,0.99833333,-1,-1,0.875,2.0625,-1.7600098,-4,-1.4100037,4.1599884,14.732008
62,41,2,41.5,35,40.5,43,41.5,36,40.5,44,0.995,0.96500003,0.9916667,0.99833333,1.875,0.125,1.25,2.375,-3.100006,-3.100006,0,1.7599945,14.732008
62,45,2,36.5,32,36,40,39.5,35,39,43.5,0.9916667,0.985,0.995,0.99833333,0.8125,0.6875,1,2.625,2.119995,-4.580002,2.119995,4.2299957,14.732008
62,50,2,32,30,32.5,36,32,32.5,35.5,42.5,0.7316667,0.90833336,0.9916667,0.99833333,1.1875,0.3125,1.375,1.875,-4.880005,-4.580002,0.69999695,3.8799896,14.732008
62,55,2,29,25,30,37,29,28,32,37,0.985,0.9816667,0.995,0.99833333,2.125,0.9375,1.5625,2.4375,-1.4100037,-2.4700012,-0.3500061,3.519989,14.732008
63,2,11,,,,,,,,,,,,,,,,,,,,,0.50800025
63,11,11,,,,,,,,,,,,,,,,,,,,,0.50800025
63,20,11,,,,,,,,,,,,,,,,,,,,,0.50800025
63,28,11,,,,,,,,,,,,,,,,,,,,,0.50800025
63,37,11,,,,,,,,,,,,,,,,,,,,,0.50800025
63,46,11,,,,,,,,,,,,,,,,,,,,,0.50800025
63,55,11,,,,,,,,,,,,,,,,,,,,,0.50800025
64,2,15,,,,,,,,,,,,,,,,,,,,,1106.4246
64,6,15,,,,,,,,,,,,,,,,,,,,,1106.4246
64,11,15,,,,,,,,,,,,,,,,,,,,,1106.4246
64,15,15,,,,,,,,,,,,,,,,,,,,,1106.4246
64,19,15,,,,,,,,16.5,,,,,,,,,,,,,1106.4246
64,23,15,,,,20.5,,,,21,,,,,,,,,,,,,1106.4246
64,28,15,,,,,,,,,,,,,,,,,,,,,1106.4246
64,32,15,16,,,19.5,26.5,,19,26.5,,,,,,,,,,,,,1106.4246
64,36,15,27,,20.5,27,31,,21.5,37.5,,,,,,,,,,,,,1106.4246
64,41,15,32.5,,22,32.5,32.5,,25.5,34,,,,,,,,,,,,,1106.4246
64,45,15,29,,25,31,31.5,,27,31.5,,,,,,,,,,,,,1106.4246
64,49,15,,,,32,,,16,33,,,,,,,,,,,,,1106.4246
64,53,15,,,,21,,,,21,,,,,,,,,,,,,1106.4246
64,57,15,,,,,,,,,,,,,,,,,,,,,1106.4246
65,8,12,,,,,,,,,,,,,,,,,,,,,1.5240008
65,17,12,,,,,,,,,,,,,,,,,,,,,1.5240008
65,27,12,,,,,,,,,,,,,,,,,,,,,1.5240008
65,36,12,,,,,,,,,,,,,,,,,,,,,1.5240008
65,46,12,,,,,,,,,,,,,,,,,,,,,1.5240008
65,56,12,,,,,,,,,,,,,,,,,,,,,1.5240008
66,1,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,5,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,9,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,13,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,17,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,21,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,24,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,28,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,31,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,35,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,38,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,42,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,45,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,48,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,52,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,55,16,,,,,,,,,,,,,,,,,,,,,0.25400013
66,59,16,,,,,,,,,,,,,,,,,,,,,0.25400013
67,1,5,,,,,,,,,1.0416667,,0.845,1.0416667,3.3125,,-0.0625,2.9375,,,,2.1100006,0.7620004
67,6,5,,,,,,,,,,,,,,,,,,,,,0.7620004
67,11,5,,,,,,,,,1.0216666,0.975,1.0083333,1.0516667,0.9375,-2.1875,0.0625,6.25,,,,2.819992,0.7620004
67,16,5,,,,,14.5,11.5,15,19,,,0.955,1.0516667,,,-0.5625,2.4375,,,,,0.7620004
67,21,5,14,10,14,17,22.5,18.5,20.5,23,,,,,,,,,,,,,0.7620004
67,26,5,23,19,21.5,24.5,29.5,24,29,32.5,,,,1.0516667,,,,1.3125,,,,,0.7620004
67,31,5,31.5,21,29,32.5,33,24.5,30,35,,,,0.97833335,,,,0.3125,,,,,0.7620004
67,37,5,9.5,7,9.5,17,11,7,10,17,,,,0.9716667,,,,1.125,,,,,0.7620004
67,42,5,,,,,,,,,,,,,,,,,,,,,0.7620004
67,47,5,,,,2,,,,3.5,,,,,,,,,,,,,0.7620004
67,53,5,,,,,,,,,,,,,,,,,,,,,0.7620004
67,58,5,,,,,,,,,,,,,,,,,,,,,0.7620004
68,3,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,6,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,10,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,14,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,17,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,21,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,25,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,29,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,32,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,36,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,40,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,44,12,,,,,,,,,,,,0.90166664,,,,4.9375,,,,,316.48416
68,47,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,51,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,55,12,,,,,,,,,,,,,,,,,,,,,316.48416
68,58,12,,,,,,,,,,,,,,,,,,,,,316.48416
69,1,13,12.5,,,17.5,12.5,,12,18.5,,,,,,,,,,,,,1.2700007
69,5,13,,,,18.5,,,12,22,,,,,,,,,,,,,1.2700007
69,8,13,,,10.5,16.5,,,11.5,23,,,,1.0516667,,,,0.5,,,,7.399994,1.2700007
69,11,13,,,,14,,,,14,,,,,,,,,,,,,1.2700007
69,14,13,,,,14,,,,15,,,,,,,,,,,,,1.2700007
69,17,13,13,,13,22,13,,13.5,22,,,,,,,,,,,,,1.2700007
69,20,13,35.5,23,29,36,35.5,23,29,36,0.98833334,0.975,1.015,1.0516667,0.8125,-1.9375,-0.25,0.8125,3.75,-8.779999,-0.7100067,11.209991,1.2700007
69,26,13,37,,33.5,45.5,37,11,33.5,48.5,0.99833333,0.9716667,1.0016667,1.0116667,0.3125,-1,-0.0625,1.125,-2.8200073,-5.2900085,-2.4600067,3.1699982,1.2700007
69,29,13,37,,35.5,46.5,37,,36,46.5,1.005,0.945,1.0016667,1.0516667,0.1875,-0.375,0.25,1.5625,-4.169998,-4.169998,0,3.1599884,1.2700007
69,32,13,25,,25,48,27.5,11,27.5,48,0.9716667,0.9316667,0.9716667,0.995,-0.25,-0.8125,0.25,1.875,-2.0900116,-8.040009,-2.4700012,4.2299957,1.2700007
69,35,13,30,17.5,28,39,30,17.5,28,40,0.9816667,0.935,0.97833335,1.0016667,0.4375,-1,0.5,2.375,2.119995,-3.5200043,0,2.119995,1.2700007
69,38,13,31,25,31.5,42.5,31,25,31.5,42.5,0.995,0.9216667,0.995,1.0383334,0,-1.25,0,1.375,-0.69999695,-2.4400024,-1.050003,4.9299927,1.2700007
69,42,13,31.5,30.5,37,52,31.5,30.5,37,52.5,0.995,0.94166666,0.9716667,0.995,0.6875,-0.8125,0.3125,1.6875,3.819992,-4.0599976,0.34999084,8.080002,1.2700007
69,45,13,34,31.5,35.5,48,34,31.5,35.5,48,0.995,0.9483333,0.9916667,1.0116667,0.9375,-1.25,0.25,1.25,-3.1699982,-5.279999,-0.7100067,1.0699921,1.2700007
69,48,13,29,13.5,29,35.5,29,13.5,29,38,0.9716667,0.91833335,0.975,0.99833333,0.25,-0.375,0.75,2.0625,1.050003,-4.230011,1.7599945,5.2899933,1.2700007
69,51,13,23.5,,23.5,33,23.5,,23.5,33,1.005,0.955,0.995,1.0116667,0.3125,-0.75,0.125,2.25,0,-0.7100067,0,6.330002,1.2700007
69,54,13,,,,25,,,,25,1.0016667,0.945,0.9916667,1.0216666,0.125,-0.875,0,1.3125,-0.37001038,-2.4700012,0,8.75,1.2700007
69,57,13,,,,21,,,,21,0.99833333,0.9483333,1.0016667,1.0116667,0.1875,-0.9375,0.1875,1.0625,-5.630005,-5.9900055,0.69999695,4.9299927,1.2700007
70,9,12,,,,-1.5,,,,4,1.0516667,,0.96166664,1.0516667,2.875,,-1,3.6875,,,,,0.25400013
70,18,12,4,6.5,8,11,8.5,7,8.5,11,1.0116667,0.96166664,1.005,1.0516667,-0.6875,-0.6875,0.0625,2.75,,,,,0.25400013
70,28,12,1.5,1.5,5,6,3.5,3.5,6,11,1.005,0.9716667,0.99833333,1.0183333,1.5,0.25,0.9375,1.5,,,,0,0.25400013
70,38,12,2,0.5,1.5,7,2,0.5,1.5,7,1.0483334,0.96166664,1.0183333,1.0516667,0.1875,-0.5625,1.1875,3.125,,,,,0.25400013
70,47,12,5.5,5.5,8,12,8.5,7,10,12,0.86833334,0.88166666,1.015,1.0516667,0.6875,0.3125,0.9375,3.4375,,,,0,0.25400013
70,57,12,12,7,10,14,12,8,10.5,14,0.995,0.975,0.995,1.005,0.9375,0.3125,0.8125,1.75,0,,,0,0.25400013
71,6,17,,,,,,,,,,,,,,,,,,,,,151.38408
71,16,17,,,,,,,,,,,,,,,,,,,,,151.38408
71,25,17,,,,,,,,,,,,,,,,,,,,,151.38408
71,35,17,,,,,,,,,,,,,,,,,,,,,151.38408
71,45,17,,,,,,,,,,,,,,,,,,,,,151.38408
71,55,17,,,,,,,,,,,,,,,,,,,,,151.38408
72,4,12,27,27,30,33.5,27,27,30.5,33.5,1.0516667,1.0250001,1.0516667,1.0516667,3.375,0.0625,1.375,3.375,2.119995,-3.1699982,1.4099884,3.8799896,2.2860012
72,8,12,34.5,32,34.5,38,36,32,36,40.5,1.0516667,1.0250001,1.0516667,1.0516667,2.0625,0.375,1.6875,3.25,-3.880005,-7.029999,-0.8700104,10.519989,2.2860012
72,12,12,31.5,30,32.5,35,31.5,31,33.5,36,1.0350001,1.015,1.0516667,1.0516667,0.8125,-0.25,1.25,3.625,4.2299957,-2.4700012,-1.4100037,5.9799957,2.2860012
72,17,12,27,27,29.5,32,29,28,30,32,,,,1.0516667,,,,4.625,,,,6.319992,2.2860012
72,21,12,31.5,21.5,28,31.5,31.5,24.5,29,31.5,1.0516667,0.9916667,1.0516667,1.0516667,1.625,-1.1875,1.125,2.8125,1.0599976,-8.809998,-0.3500061,3.519989,2.2860012
72,26,12,29,24,28.5,32.5,29,24,28.5,33,1.0516667,1.0016667,1.0216666,1.0516667,1.1875,0.8125,1.25,2.0625,1.7599945,-2.4700012,-0.7100067,4.2299957,2.2860012
72,31,12,27,25.5,28.5,34,27,25.5,28.5,34,1.0016667,0.9716667,0.995,1.0383334,1.875,0.5625,1.4375,2.1875,3.7399902,-2.8200073,-0.3500061,3.7399902,2.2860012
72,36,12,29,26,29,31,29,26,29,31,1.0116667,0.99833333,1.0083333,1.0416667,3.5,1.0625,1.75,2.6875,-0.3500061,-2.8200073,-0.3500061,2.119995,2.2860012
72,42,12,27.5,26.5,28.5,31,27.5,26.5,29,33.5,0.98833334,0.975,0.9916667,0.99833333,1.6875,1,1.6875,2.1875,0.70999146,-1.4100037,-0.7100067,1.7599945,2.2860012
72,49,12,31.5,26.5,29,32,31.5,27,31,34,0.98833334,0.985,0.995,0.99833333,2.0625,1.5,2,2.5,3.869995,-1.4100037,0,3.869995,2.2860012
72,54,12,32,17.5,31.5,37.5,32,19,31.5,39,0.93833333,0.8616667,0.9483333,0.985,0.625,0.625,1.375,3.4375,1.0599976,-2.5800018,-0.3500061,3.519989,2.2860012
73,3,9,28,24,28,34.5,30,26.5,31,35,0.945,0.8516667,0.93833333,0.975,2,-0.75,0.5625,2.9375,1.3999939,-0.7100067,2.819992,5.4599915,0.50800025
73,8,9,32.5,29.5,31.5,36,32.5,31.5,33.5,36,0.95166665,0.895,0.97833335,1.0016667,-0.375,-0.9375,0.3125,2.0625,-2.4199982,-4.930008,-0.7100067,10.519989,0.50800025
73,12,9,24,24.5,27,29.5,30,27.5,29,31,0.9116667,0.87166667,0.955,0.9916667,-1.1875,-1.375,-0.1875,2.3125,0,-6.5899963,0,7.8899994,0.50800025
73,16,9,28,25,27.5,30.5,30.5,27.5,29,32,0.985,0.9583333,0.9916667,1.0083333,0.3125,-0.5,0.1875,1.0625,0.9700012,-2.4700012,-1.4100037,1.7599945,0.50800025
73,20,9,25.5,25.5,29.5,34.5,28.5,29.5,31.5,35.5,0.9816667,0.87166667,0.945,0.97833335,1.625,-0.0625,1.0625,2.3125,0.34999084,-10.910004,-0.7100067,8.909988,0.50800025
73,25,9,28.5,24.5,27.5,30.5,31,25.5,30,32.5,0.90500003,0.875,0.945,0.995,0.625,-1,0.1875,2.3125,9.5099945,-3.880005,2.119995,9.5099945,0.50800025
73,29,9,23.5,23,25,29.5,29.5,26.5,29,32.5,0.94166666,0.885,0.9583333,0.98833334,-0.8125,-1.25,0.4375,3.125,-1.0599976,-6.3200073,-0.7100067,9.860001,0.50800025
73,33,9,25.5,24,27,30.5,29.5,27,29,34.5,0.925,0.8983333,0.97833335,0.9916667,0.1875,-0.3125,0.5,2.25,1.050003,-3.5200043,0.70999146,7.2599945,0.50800025
73,38,9,23,22.5,25,28,25.5,25.5,27.5,29,0.9716667,0.875,0.95166665,0.9916667,0.5625,-0.375,0.5625,1.6875,1.7599945,-4.930008,1.7599945,7.8399963,0.50800025
73,42,9,25,23,25.5,28.5,28,25.5,28,31.5,0.815,0.90166664,0.96833336,0.995,-1.125,-1.125,0.5,2.25,-2.4700012,-0.3500061,1.7599945,6.6799927,0.50800025
73,46,9,15,14.5,20,25,26.5,23.5,26,28.5,0.95166665,0.90166664,0.96166664,0.985,1.9375,-1,0.8125,1.75,1.050003,-3.5200043,1.4099884,5.9799957,0.50800025
73,50,9,30.5,24,29,33.5,32,28.5,32,35.5,0.88166666,0.89166665,0.96500003,0.98833334,2.375,-0.375,0.875,2.375,-12.930008,-2.1200104,-1.3899994,6.98999,0.50800025
73,55,9,26.5,24.5,27.5,31.5,31.5,28.5,31,33,0.985,0.845,0.9583333,0.985,1.125,-0.6875,1.3125,2.8125,-8.449997,-8.080002,-2.4600067,5.279999,0.50800025
73,59,9,23.5,19.5,23,25.5,25,24.5,25.5,27,0.94166666,0.89166665,0.94166666,0.985,1.3125,-0.1875,0.8125,1.75,-1.4100037,-1.75,-0.3500061,4.169998,0.50800025
74,0,11,11.5,10.5,13.5,17.5,11.5,10.5,13.5,17.5,0.99833333,,1.0183333,1.0516667,2.125,,0,3.4375,-6.3399963,,,4.019989,14.000007
74,6,11,21,14.5,18.5,21,21,14.5,18.5,21,1.0283334,0.95166665,0.995,1.0316668,1.875,-0.5625,0.4375,4.1875,4.6399994,-5.2900085,1.4099884,6.2299957,14.000007
74,12,11,12.5,8.5,13.5,21,12.5,8.5,13.5,21,0.955,0.93833333,0.9716667,0.99833333,0.875,-0.375,0.875,2.0625,3.1699982,-2.8200073,3.1699982,6.6900024,14.000007
74,18,11,16,12,15.5,22.5,16,12,15.5,22.5,0.9816667,0.85833335,0.96166664,0.9916667,1.4375,-1,1.125,2.75,-1.7600098,-2.4700012,1.7599945,7.0399933,14.000007
74,23,11,15.5,,11,16.5,15.5,,11,16.5,0.81166667,0.88166666,0.9816667,1.005,1.4375,-0.5625,0.75,3.25,-16.710007,-11.520004,-0.3500061,8.059998,14.000007
74,29,11,19,11.5,15,19,19,11.5,15,19,1.0083333,0.86833334,0.9916667,1.0516667,0.8125,-1.25,0.5625,2,4.580002,,1.4099884,7.7299957,14.000007
74,35,11,19.5,16.5,20.5,23.5,19.5,16.5,20.5,23.5,1.0083333,0.925,0.985,1.0516667,-0.875,-1.5625,0.1875,1.875,1.75,,1.7399902,11.479996,14.000007
74,41,11,20,16,19,21,20,16,19,21,1.0316668,0.89166665,0.9816667,1.0516667,1.3125,-2.5625,0.625,2.125,3.519989,,1.4099884,6.169998,14.000007
74,47,11,20.5,12,18,25,20.5,12,18,25,1.005,0.95166665,0.98833334,1.0183333,1.875,-1.1875,0.8125,3,4.580002,-4.230011,2.119995,4.580002,14.000007
74,53,11,14,13,16.5,21.5,14,13,16.5,21.5,0.99833333,0.9216667,0.9816667,1.0016667,0.3125,-0.125,1.125,2.125,0.34999084,-3.880005,0.70999146,8.0099945,14.000007
74,58,11,22.5,14,16.5,22.5,22.5,14,16.5,22.5,0.9716667,0.92833334,0.9716667,0.9916667,0.625,-0.125,1.125,2.5625,5.8600006,-8.580002,0.66999817,12.289993,14.000007
75,2,10,16,6.5,16.5,32.5,17.5,9,21.5,32.5,,,,,,,,,,,,,1.2700007
75,7,10,12,,9,16,13,,9.5,17,,,,,,,,,,,,,1.2700007
75,12,10,,,,7.5,5.5,,,7.5,,,,,,,,,,,,,1.2700007
75,16,10,,,,,,,6,10,,,,,,,,,,,,,1.2700007
75,21,10,,,,,,,,8.5,,,,,,,,,,,,,1.2700007
75,26,10,7.5,,7.5,40.5,10,,10,40.5,,,,,,,,,,,,,1.2700007
75,30,10,40,22,34.5,40,40,23,34.5,40,,,,,,,,,,,,,1.2700007
75,35,10,17,,17,38,20.5,,20.5,45,,,,,,,,,,,,,1.2700007
75,40,10,,,,20,9,,,20,,,,,,,,,,,,,1.2700007
75,45,10,,,,,,,,,,,,,,,,,,,,,1.2700007
75,49,10,,,,,,,,6,,,,,,,,,,,,,1.2700007
